arm,opponent,game_index,seat,outcome,end_reason,turns,candidate_prize_remaining,opponent_prize_remaining
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,541,second,loss,PRIZES,118,3,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,543,second,loss,PRIZES,129,4,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,544,first,loss,PRIZES,128,5,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,542,first,loss,PRIZES,175,3,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,547,second,win,NO_BENCH,36,5,6
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,548,first,loss,PRIZES,145,4,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,549,second,win,NO_BENCH,33,5,6
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,546,first,loss,PRIZES,148,3,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,545,second,loss,PRIZES,167,2,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,552,first,win,NO_BENCH,37,5,6
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,551,second,loss,PRIZES,135,4,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,550,first,loss,PRIZES,105,5,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,554,first,loss,PRIZES,131,3,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,553,second,win,PRIZES,151,0,6
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,555,second,loss,PRIZES,137,5,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,556,first,win,DECKOUT,175,2,2
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,557,second,loss,PRIZES,201,1,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,558,first,loss,PRIZES,107,5,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,561,second,loss,PRIZES,164,1,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,560,first,loss,PRIZES,139,3,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,559,second,loss,PRIZES,122,4,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,563,second,win,PRIZES,145,0,3
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,562,first,loss,PRIZES,170,3,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,564,first,loss,PRIZES,146,4,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,565,second,loss,PRIZES,156,4,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,566,first,loss,PRIZES,186,3,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,567,second,loss,PRIZES,140,4,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,568,first,loss,PRIZES,158,2,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,569,second,win,PRIZES,175,0,2
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,571,second,loss,PRIZES,142,3,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,570,first,win,PRIZES,193,0,1
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,572,first,loss,PRIZES,164,2,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,574,first,win,NO_BENCH,57,4,6
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,573,second,loss,PRIZES,111,4,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,575,second,win,PRIZES,163,0,5
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,576,first,loss,NO_BENCH,99,5,1
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,578,first,win,PRIZES,142,0,5
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,577,second,loss,PRIZES,167,2,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,580,first,loss,PRIZES,159,2,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,581,second,win,PRIZES,153,0,2
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,579,second,loss,PRIZES,160,3,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,582,first,loss,PRIZES,154,2,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,583,second,loss,PRIZES,177,3,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,584,first,loss,PRIZES,144,5,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,587,second,win,NO_BENCH,65,4,6
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,585,second,loss,PRIZES,176,1,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,586,first,loss,PRIZES,140,5,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,589,second,win,NO_BENCH,22,5,6
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,588,first,loss,PRIZES,133,6,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,590,first,loss,PRIZES,128,4,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,591,second,win,PRIZES,136,0,6
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,592,first,loss,PRIZES,156,4,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,594,first,loss,PRIZES,133,3,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,595,second,loss,PRIZES,130,5,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,593,second,loss,PRIZES,172,2,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,598,first,loss,PRIZES,151,2,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,596,first,loss,DECKOUT,177,2,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,0,first,loss,PRIZES,106,5,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,1,second,loss,PRIZES,130,2,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,2,first,loss,PRIZES,87,4,0
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,597,second,loss,PRIZES,162,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,3,second,win,NO_BENCH,104,1,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,4,first,win,PRIZES,131,0,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,5,second,loss,PRIZES,119,5,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,6,first,loss,PRIZES,138,2,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,7,second,win,NO_BENCH,113,1,2
BASELINE,tb_64e9991a_raunakdey07_pok-mon-tcg-advanced-heuristic-agent,599,second,loss,PRIZES,135,4,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,8,first,loss,PRIZES,151,2,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,9,second,loss,PRIZES,138,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,10,first,loss,PRIZES,130,4,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,11,second,win,PRIZES,133,0,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,12,first,win,NO_BENCH,89,2,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,13,second,loss,PRIZES,140,2,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,14,first,loss,PRIZES,115,4,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,15,second,loss,PRIZES,124,4,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,16,first,loss,PRIZES,140,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,17,second,win,PRIZES,114,0,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,18,first,loss,PRIZES,153,1,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,19,second,loss,PRIZES,136,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,20,first,loss,PRIZES,114,6,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,21,second,win,NO_BENCH,55,4,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,23,second,loss,PRIZES,64,6,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,22,first,win,PRIZES,141,0,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,24,first,loss,PRIZES,150,1,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,26,first,win,NO_BENCH,58,4,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,27,second,win,NO_BENCH,36,5,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,25,second,loss,PRIZES,141,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,28,first,win,NO_BENCH,76,2,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,30,first,loss,NO_BENCH,58,6,2
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,29,second,win,PRIZES,134,0,2
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,31,second,win,NO_BENCH,101,1,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,32,first,win,NO_BENCH,37,5,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,33,second,win,NO_BENCH,34,5,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,34,first,loss,PRIZES,122,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,35,second,win,PRIZES,143,0,3
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,36,first,loss,PRIZES,142,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,37,second,win,NO_BENCH,38,5,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,39,second,loss,NO_BENCH,35,6,5
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,38,first,loss,PRIZES,130,6,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,40,first,win,PRIZES,130,0,5
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,41,second,win,PRIZES,121,0,3
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,42,first,loss,PRIZES,136,1,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,43,second,loss,PRIZES,128,2,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,44,first,loss,PRIZES,125,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,45,second,loss,PRIZES,86,5,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,46,first,loss,PRIZES,131,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,47,second,loss,PRIZES,142,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,48,first,win,PRIZES,123,0,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,49,second,loss,PRIZES,98,5,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,50,first,loss,PRIZES,142,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,51,second,win,PRIZES,151,0,3
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,52,first,loss,PRIZES,138,4,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,54,first,win,NO_BENCH,112,1,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,53,second,win,PRIZES,169,0,1
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,56,first,loss,PRIZES,116,4,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,55,second,loss,PRIZES,144,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,57,second,win,PRIZES,111,0,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,58,first,loss,NO_BENCH,53,6,2
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,59,second,win,PRIZES,138,0,2
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,60,first,loss,PRIZES,149,2,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,61,second,win,NO_BENCH,34,5,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,62,first,loss,PRIZES,124,5,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,63,second,loss,NO_BENCH,43,5,3
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,64,first,loss,PRIZES,115,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,65,second,win,NO_BENCH,86,1,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,66,first,loss,PRIZES,95,6,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,67,second,loss,PRIZES,132,4,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,68,first,loss,PRIZES,126,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,69,second,loss,PRIZES,133,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,70,first,loss,PRIZES,165,2,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,71,second,win,PRIZES,145,0,1
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,72,first,loss,PRIZES,125,4,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,73,second,loss,PRIZES,140,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,74,first,loss,PRIZES,139,1,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,75,second,loss,PRIZES,164,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,77,second,loss,PRIZES,107,6,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,76,first,loss,PRIZES,134,2,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,78,first,win,PRIZES,143,0,2
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,79,second,loss,PRIZES,99,6,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,80,first,loss,PRIZES,125,2,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,81,second,win,PRIZES,160,0,5
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,82,first,win,PRIZES,123,0,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,84,first,win,PRIZES,105,0,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,83,second,loss,PRIZES,149,2,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,85,second,loss,NO_BENCH,61,6,2
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,87,second,win,NO_BENCH,81,2,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,86,first,loss,PRIZES,142,1,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,88,first,win,NO_BENCH,99,1,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,90,first,loss,PRIZES,118,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,89,second,win,DECKOUT,145,2,3
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,91,second,loss,PRIZES,91,6,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,93,second,loss,PRIZES,101,5,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,92,first,win,PRIZES,133,0,4
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,94,first,loss,PRIZES,151,1,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,96,first,loss,PRIZES,114,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,95,second,loss,PRIZES,130,5,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,97,second,loss,PRIZES,161,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,99,second,win,NO_BENCH,57,3,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,98,first,loss,PRIZES,91,5,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,102,first,win,NO_BENCH,73,3,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,100,first,loss,PRIZES,115,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,101,second,loss,PRIZES,137,2,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,103,second,win,NO_BENCH,81,2,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,105,second,win,PRIZES,104,0,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,104,first,loss,PRIZES,147,5,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,107,second,loss,PRIZES,107,4,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,106,first,loss,PRIZES,127,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,108,first,win,PRIZES,135,0,2
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,110,first,win,NO_BENCH,34,5,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,109,second,win,NO_BENCH,98,2,5
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,111,second,loss,PRIZES,129,5,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,113,second,loss,PRIZES,93,6,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,112,first,loss,PRIZES,165,1,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,114,first,loss,PRIZES,127,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,115,second,win,NO_BENCH,37,5,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,116,first,loss,PRIZES,129,2,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,117,second,loss,PRIZES,151,2,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,118,first,win,PRIZES,154,0,2
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,119,second,loss,PRIZES,139,2,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,120,first,loss,PRIZES,140,6,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,122,first,win,NO_BENCH,32,5,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,121,second,loss,PRIZES,157,2,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,123,second,loss,PRIZES,157,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,124,first,loss,NO_BENCH,26,6,5
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,125,second,loss,PRIZES,156,1,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,126,first,loss,PRIZES,99,6,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,127,second,win,DECKOUT,166,2,1
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,128,first,loss,PRIZES,132,6,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,129,second,win,NO_BENCH,117,1,3
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,130,first,loss,NO_BENCH,63,6,2
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,131,second,loss,NO_BENCH,67,6,3
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,132,first,win,NO_BENCH,25,5,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,133,second,win,NO_BENCH,56,4,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,134,first,win,PRIZES,143,0,4
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,135,second,loss,PRIZES,120,5,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,136,first,win,NO_BENCH,43,5,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,137,second,loss,PRIZES,134,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,138,first,win,PRIZES,114,0,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,139,second,loss,PRIZES,119,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,140,first,loss,PRIZES,92,6,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,141,second,loss,PRIZES,127,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,142,first,win,PRIZES,113,0,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,143,second,loss,PRIZES,113,2,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,144,first,loss,PRIZES,144,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,145,second,win,NO_BENCH,69,3,5
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,146,first,win,NO_BENCH,43,5,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,147,second,win,PRIZES,130,0,2
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,148,first,loss,PRIZES,126,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,149,second,win,NO_BENCH,31,5,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,150,first,loss,PRIZES,127,2,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,151,second,loss,PRIZES,120,4,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,152,first,loss,PRIZES,111,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,153,second,loss,PRIZES,144,2,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,154,first,loss,PRIZES,86,6,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,155,second,win,NO_BENCH,79,2,3
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,156,first,loss,PRIZES,122,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,157,second,win,NO_BENCH,22,5,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,158,first,loss,PRIZES,126,4,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,159,second,loss,PRIZES,149,2,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,160,first,loss,PRIZES,110,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,161,second,win,NO_BENCH,95,1,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,162,first,loss,NO_BENCH,54,6,4
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,163,second,loss,PRIZES,160,1,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,164,first,loss,PRIZES,134,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,165,second,loss,PRIZES,114,4,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,166,first,loss,PRIZES,131,4,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,167,second,loss,PRIZES,125,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,168,first,win,PRIZES,141,0,4
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,169,second,win,PRIZES,167,0,1
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,170,first,loss,PRIZES,127,2,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,171,second,loss,PRIZES,132,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,172,first,win,PRIZES,136,0,2
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,173,second,loss,PRIZES,151,1,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,174,first,loss,PRIZES,119,4,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,175,second,loss,PRIZES,120,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,176,first,win,PRIZES,116,0,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,177,second,loss,PRIZES,110,4,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,178,first,loss,PRIZES,79,6,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,179,second,loss,PRIZES,132,4,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,180,first,loss,PRIZES,152,2,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,181,second,win,PRIZES,143,0,2
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,182,first,loss,PRIZES,133,5,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,183,second,loss,PRIZES,142,4,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,184,first,loss,PRIZES,165,2,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,185,second,loss,PRIZES,155,2,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,186,first,loss,PRIZES,145,1,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,188,first,loss,PRIZES,120,2,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,187,second,loss,PRIZES,135,4,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,189,second,loss,PRIZES,82,4,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,190,first,win,PRIZES,153,0,2
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,191,second,loss,PRIZES,146,4,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,192,first,loss,PRIZES,125,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,194,first,loss,PRIZES,142,2,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,193,second,loss,PRIZES,167,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,195,second,loss,PRIZES,127,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,196,first,loss,PRIZES,124,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,197,second,win,PRIZES,119,0,5
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,198,first,win,PRIZES,141,0,1
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,199,second,loss,PRIZES,137,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,200,first,loss,PRIZES,124,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,201,second,loss,PRIZES,163,1,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,202,first,loss,PRIZES,160,2,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,203,second,win,PRIZES,155,0,1
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,204,first,loss,DECKOUT,143,5,6
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,205,second,loss,PRIZES,137,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,206,first,loss,PRIZES,135,4,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,207,second,loss,PRIZES,118,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,208,first,loss,PRIZES,145,1,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,209,second,loss,PRIZES,116,3,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,210,first,loss,PRIZES,101,6,0
BASELINE,tb_4b3946f9_plamen06_pokemon-steel,212,first,loss,PRIZES,107,4,0
