opponent,arm,game_index,seat,outcome
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,136,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,137,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,138,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,139,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,140,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,141,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,142,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,143,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,144,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,145,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,146,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,147,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,148,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,149,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,150,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,151,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,152,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,153,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,154,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,155,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,156,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,157,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,158,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,159,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,160,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,161,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,162,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,163,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,164,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,165,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,166,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,167,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,168,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,169,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,170,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,171,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,172,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,173,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,174,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,175,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,176,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,177,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,178,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,179,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,180,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,181,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,182,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,183,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,184,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,185,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,186,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,187,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,188,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,189,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,190,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,191,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,192,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,193,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,194,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,195,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,196,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,197,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,198,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,199,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,200,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,201,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,202,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,203,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,204,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,205,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,206,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,207,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,208,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,209,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,210,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,211,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,212,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,213,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,214,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,215,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,216,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,217,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,218,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,219,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,220,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,221,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,222,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,223,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,224,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,225,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,226,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,227,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,228,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,229,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,230,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,231,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,232,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,233,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,234,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,235,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,236,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,237,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,238,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,239,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,240,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,241,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,242,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,243,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,244,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,245,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,246,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,247,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,248,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,249,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,250,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,251,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,252,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,253,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,254,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,255,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,256,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,257,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,258,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,259,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,260,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,261,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,262,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,263,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,264,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,265,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,266,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,267,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,268,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,269,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,270,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,271,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,272,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,273,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,274,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,275,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,276,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,277,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,278,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,279,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,280,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,281,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,282,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,283,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,284,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,285,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,286,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,287,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,288,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,289,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,290,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,291,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,292,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,293,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,294,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,295,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,296,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,297,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,298,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,299,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,300,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,301,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,302,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,303,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,304,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,305,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,306,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,307,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,308,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,309,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,310,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,311,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,312,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,313,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,314,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,315,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,316,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,317,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,318,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,319,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,320,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,321,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,322,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,323,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,324,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,325,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,326,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,327,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,328,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,329,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,330,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,331,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,332,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,333,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,334,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,335,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,336,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,337,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,338,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,339,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,340,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,341,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,342,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,343,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,344,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,345,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,346,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,347,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,348,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,349,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,350,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,351,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,352,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,353,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,354,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,355,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,356,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,357,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,358,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,359,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,360,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,361,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,362,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,363,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,364,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,365,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,366,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,367,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,368,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,369,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,370,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,371,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,372,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,373,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,374,first,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,375,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,376,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,377,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,378,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,379,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,380,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,381,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,382,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,383,second,win
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,384,first,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,385,second,loss
tb_8f2fa9c4_prvsiyan_ptcg-ai-battle-static-deck-tusk-1208-v24,OFF,386,first,loss
